Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51143010100,51,143,010100,75.9,1.3403,3
51143010200,51,143,010200,77.2,1.1335,3
51143010300,51,143,010300,76.4,1.5101,3
51143010400,51,143,010400,76.2,1.659,3
51143010500,51,143,010500,75.6,0.7368,2
51143010600,51,143,010600,75.4,1.6037,3
51143010700,51,143,010700,75.8,1.2357,3
51143010801,51,143,010801,75.6,1.8986,3
51143010802,51,143,010802,75.4,1.2244,1
51143010900,51,143,010900,74.7,1.3853,3
51143011001,51,143,011001,76.1,2.2299,3
51143011002,51,143,011002,75.9,0.8501,2
51143011100,51,143,011100,74.1,1.4253,3
51143011200,51,143,011200,75.6,1.7738,3
51143011300,51,143,011300,76,1.1662,2
51143011400,51,143,011400,78.2,1.8089,3
