Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51650010103,51,650,010103,77.9,1.2601,3
51650010104,51,650,010104,73.8,1.328,1
51650010304,51,650,010304,77.9,2.2558,1
51650010306,51,650,010306,77,0.9544,2
51650010307,51,650,010307,82.2,2.2278,3
51650010309,51,650,010309,77.9,1.7607,3
51650010310,51,650,010310,79.6,1.4217,3
51650010311,51,650,010311,77,1.2326,2
51650010312,51,650,010312,75,1.4105,3
51650010313,51,650,010313,73.8,1.1218,2
51650010314,51,650,010314,76,2.0727,2
51650010400,51,650,010400,74.6,1.0957,3
51650010501,51,650,010501,80.4,2.7786,3
51650010502,51,650,010502,71.7,1.7913,3
51650010601,51,650,010601,69.9,2.9688,3
51650010602,51,650,010602,72.6,2.4555,3
51650010701,51,650,010701,74,1.2245,3
51650010702,51,650,010702,77.3,1.6464,3
51650010703,51,650,010703,80.7,1.9027,3
51650010800,51,650,010800,77.4,1.1993,3
51650010900,51,650,010900,72.9,1.9059,1
51650011000,51,650,011000,72.2,1.5727,1
51650011200,51,650,011200,72.8,1.523,3
51650011300,51,650,011300,71.9,1.5132,3
51650011500,51,650,011500,78.4,1.6758,3
51650011800,51,650,011800,73,1.3358,3
51650011900,51,650,011900,74.1,1.9533,3
51650012000,51,650,012000,70.9,1.7257,1
51650012100,51,650,012100,78.5,1.3907,3
