Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51510200102,51,510,200102,82.5,3.9642,3
51510200103,51,510,200103,79.2,1.5867,3
51510200105,51,510,200105,75.4,2.2204,2
51510200106,51,510,200106,80.2,1.4012,3
51510200201,51,510,200201,84.2,2.9006,3
51510200202,51,510,200202,82.9,1.5773,3
51510200301,51,510,200301,80.5,2.6904,2
51510200302,51,510,200302,81.6,1.4778,3
51510200303,51,510,200303,81.4,2.382,3
51510200404,51,510,200404,80.9,2.0062,2
51510200406,51,510,200406,82.8,2.8544,3
51510200407,51,510,200407,82.1,1.8478,3
51510200500,51,510,200500,79,3.1429,3
51510200600,51,510,200600,80.4,1.6213,3
51510200702,51,510,200702,86,3.9077,3
51510200703,51,510,200703,81.3,2.1876,3
51510200801,51,510,200801,85.4,1.8738,3
51510200802,51,510,200802,80.5,1.3662,2
51510200900,51,510,200900,82.9,1.4467,3
51510201000,51,510,201000,79.3,2.1418,3
51510201100,51,510,201100,84.4,2.3952,3
51510201202,51,510,201202,84.1,3.5514,3
51510201203,51,510,201203,77.6,3.328,2
51510201204,51,510,201204,77.4,2.2139,3
51510201300,51,510,201300,81.2,2.6601,3
51510201400,51,510,201400,79.7,1.3556,3
51510201500,51,510,201500,80,1.6629,3
51510201600,51,510,201600,80.5,1.5487,2
51510201801,51,510,201801,82.2,1.5943,3
51510201802,51,510,201802,81.4,2.3361,3
51510201900,51,510,201900,84.6,3.2299,3
51510202001,51,510,202001,79.9,1.394,2
51510202002,51,510,202002,83.2,3.2825,3
