Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51161030100,51,161,030100,77,1.9081,3
51161030201,51,161,030201,78.2,1.4335,3
51161030203,51,161,030203,80.7,2.081,3
51161030204,51,161,030204,74.3,1.1614,3
51161030205,51,161,030205,81.4,1.7182,3
51161030300,51,161,030300,76.4,1.0013,1
51161030500,51,161,030500,79.8,1.1912,3
51161030600,51,161,030600,81.2,1.6608,3
51161030701,51,161,030701,79.9,1.1909,3
51161030702,51,161,030702,83.1,2.0572,3
51161030801,51,161,030801,80.1,1.5418,3
51161030802,51,161,030802,83.1,1.9372,1
51161030900,51,161,030900,79,1.3253,3
51161031000,51,161,031000,78.8,1.7823,3
51161031101,51,161,031101,72.6,1.6744,3
51161031102,51,161,031102,80.3,2.9028,3
51161031202,51,161,031202,81.4,1.3806,3
