Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51199050203,51,199,050203,83.2,2.7532,3
51199050204,51,199,050204,76.9,2.7524,2
51199050205,51,199,050205,79.8,1.0355,3
51199050206,51,199,050206,82,2.3307,3
51199050303,51,199,050303,79.3,1.1036,3
51199050304,51,199,050304,81.8,1.7031,3
51199050306,51,199,050306,78.7,1.1882,3
51199050401,51,199,050401,80.6,1.6675,3
51199050402,51,199,050402,79.8,2.3521,3
51199050500,51,199,050500,75.5,1.6768,3
51199050900,51,199,050900,77,2.33,3
51199051100,51,199,051100,82.7,1.734,3
