Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51179010103,51,179,010103,82.9,2.7065,3
51179010105,51,179,010105,78.3,1.2381,3
51179010106,51,179,010106,80.1,1.8486,3
51179010107,51,179,010107,80.3,2.1608,3
51179010108,51,179,010108,80.9,2.6629,3
51179010202,51,179,010202,77.5,1.1965,3
51179010204,51,179,010204,80,1.0627,2
51179010205,51,179,010205,80.4,1.5614,2
51179010206,51,179,010206,79.4,2.0711,3
51179010207,51,179,010207,76.6,1.4393,3
51179010210,51,179,010210,78.8,1.8931,2
51179010212,51,179,010212,78.8,2.4287,3
51179010213,51,179,010213,80.3,2.2865,2
51179010214,51,179,010214,80.3,2.3584,2
51179010301,51,179,010301,80.9,2.8363,3
51179010303,51,179,010303,79,1.0041,3
51179010304,51,179,010304,80,1.7219,3
51179010305,51,179,010305,77.5,1.0166,3
51179010403,51,179,010403,78.4,1.8191,3
51179010404,51,179,010404,75,1.4049,1
51179010405,51,179,010405,79.6,1.4503,3
51179010406,51,179,010406,85.1,3.5564,3
51179010502,51,179,010502,80.3,1.5734,3
51179010503,51,179,010503,79.1,1.6727,3
51179010504,51,179,010504,78,2.2954,3
