Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51590000100,51,590,000100,78.7,1.5963,3
51590000200,51,590,000200,71.4,1.6617,3
51590000400,51,590,000400,68,1.4349,3
51590000500,51,590,000500,71.8,2.1163,3
51590000600,51,590,000600,72,2.0061,3
51590000700,51,590,000700,78.7,1.1621,2
51590000800,51,590,000800,74.2,1.347,3
51590000900,51,590,000900,75.5,1.1438,3
51590001000,51,590,001000,71.8,0.9686,2
51590001100,51,590,001100,70.3,2.2814,3
51590001200,51,590,001200,73.6,1.8122,3
51590001301,51,590,001301,72.5,1.6946,3
51590001302,51,590,001302,72.7,1.5316,2
51590001400,51,590,001400,71.1,2.9702,3
