Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51191010100,51,191,010100,79.6,1.6728,3
51191010200,51,191,010200,78.3,1.6192,3
51191010300,51,191,010300,73.2,1.3636,3
51191010401,51,191,010401,80.7,1.269,2
51191010402,51,191,010402,76.7,1.4748,3
51191010501,51,191,010501,75.5,1.3311,3
51191010502,51,191,010502,72.7,0.9326,2
51191010601,51,191,010601,75.8,1.347,3
51191010602,51,191,010602,77.4,1.078,2
51191010700,51,191,010700,76.6,1.3456,3
51191010800,51,191,010800,77.4,2.0145,3
51191010900,51,191,010900,75.8,2.1097,3
51191011000,51,191,011000,81.2,2.3446,3
