Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51177020104,51,177,020104,77.9,1.4423,3
51177020105,51,177,020105,79.4,1.4581,2
51177020106,51,177,020106,80.6,1.3433,3
51177020107,51,177,020107,80.4,2.8982,2
51177020108,51,177,020108,75.8,1.4434,3
51177020109,51,177,020109,81.4,2.1029,3
51177020110,51,177,020110,78.9,2.422,3
51177020112,51,177,020112,75.7,2.485,3
51177020113,51,177,020113,78.9,1.424,3
51177020114,51,177,020114,83.8,3.0749,3
51177020201,51,177,020201,75.8,1.8516,3
51177020202,51,177,020202,76.9,1.1445,3
51177020203,51,177,020203,76.8,1.994,1
51177020204,51,177,020204,80,1.4604,3
51177020205,51,177,020205,76.4,2.5625,3
51177020304,51,177,020304,81.7,1.8704,3
51177020305,51,177,020305,77.5,2.9674,3
51177020306,51,177,020306,79.1,1.4741,3
51177020307,51,177,020307,77.8,1.8617,2
51177020308,51,177,020308,80.2,2.534,3
51177020309,51,177,020309,77.4,2.0755,3
51177020310,51,177,020310,80.9,2.1932,3
51177020311,51,177,020311,76.1,1.6161,3
51177020404,51,177,020404,76.9,1.0817,2
51177020405,51,177,020405,79.8,2.1018,3
51177020406,51,177,020406,77.1,2.1101,3
51177020407,51,177,020407,80.5,2.0844,3
51177020408,51,177,020408,77.7,1.4636,2
