Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51165010100,51,165,010100,76.6,1.5632,3
51165010200,51,165,010200,74.1,0.7348,2
51165010300,51,165,010300,80.1,1.2593,3
51165010400,51,165,010400,77.4,1.2386,3
51165010500,51,165,010500,79.1,1.7513,3
51165010600,51,165,010600,82.2,2.369,3
51165010700,51,165,010700,80,1.4231,3
51165010800,51,165,010800,78.2,1.1744,3
51165010900,51,165,010900,78.9,1.6909,3
51165011000,51,165,011000,77.7,1.7325,3
51165011100,51,165,011100,79.7,1.6094,3
51165011200,51,165,011200,80.9,2.1325,3
51165011400,51,165,011400,85,1.9186,3
51165011500,51,165,011500,81.8,1.3244,3
51165011600,51,165,011600,81.7,1.6069,3
51165011700,51,165,011700,80,2.1571,3
51165011800,51,165,011800,81.9,0.9175,3
51165011900,51,165,011900,81.4,2.7902,3
51165012000,51,165,012000,79.1,1.5327,3
