Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51680000100,51,680,000100,81.8,1.0626,3
51680000201,51,680,000201,83.6,1.5872,3
51680000202,51,680,000202,74.6,0.9116,2
51680000300,51,680,000300,74.3,1.212,3
51680000400,51,680,000400,74,1.5563,3
51680000600,51,680,000600,73.4,1.8151,3
51680000801,51,680,000801,74.5,1.071,2
51680000802,51,680,000802,77.7,1.5664,3
51680000900,51,680,000900,76.2,0.887,2
51680001000,51,680,001000,75.6,1.3885,3
51680001100,51,680,001100,69.1,2.2376,3
51680001600,51,680,001600,80,1.3419,1
51680001700,51,680,001700,79.9,1.1367,3
51680001800,51,680,001800,78.7,1.7847,3
51680001900,51,680,001900,71.5,1.1023,3
