Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51195930700,51,195,930700,72.2,1.0423,2
51195930800,51,195,930800,77,1.5124,3
51195930900,51,195,930900,74.7,1.1888,3
51195931000,51,195,931000,74.6,1.3425,3
51195931100,51,195,931100,69.6,1.4759,3
51195931200,51,195,931200,71.6,1.684,3
51195931300,51,195,931300,76.1,1.3793,3
51195931400,51,195,931400,74.6,1.4527,3
51195931500,51,195,931500,77,1.6741,3
51195931600,51,195,931600,73.4,1.9525,2
51195931700,51,195,931700,73.5,1.6987,3
