Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51730810100,51,730,810100,71.3,2.0708,3
51730810300,51,730,810300,70.2,2.0134,3
51730810400,51,730,810400,71.8,1.4367,2
51730810500,51,730,810500,72.1,1.6561,3
51730810600,51,730,810600,71.2,2.4741,3
51730810700,51,730,810700,69.1,2.5304,3
51730810900,51,730,810900,73.4,2.2604,3
51730811000,51,730,811000,77.5,1.4314,1
51730811100,51,730,811100,73.2,1.622,3
51730811200,51,730,811200,74,0.9938,2
51730811300,51,730,811300,71.3,1.6884,3
