Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51153900100,51,153,900100,79.7,1.5139,3
51153900201,51,153,900201,76.3,3.572,3
51153900202,51,153,900202,81,2.6354,3
51153900203,51,153,900203,77.4,2.8715,2
51153900300,51,153,900300,79.9,1.8818,2
51153900403,51,153,900403,81.9,2.729,3
51153900404,51,153,900404,81.5,3.0699,3
51153900408,51,153,900408,80.1,2.661,2
51153900409,51,153,900409,77.4,1.617,2
51153900501,51,153,900501,81.5,1.799,3
51153900502,51,153,900502,80.3,1.8377,2
51153900600,51,153,900600,77.1,1.5986,2
51153900702,51,153,900702,81.4,2.7095,1
51153900801,51,153,900801,80.4,2.6478,2
51153900901,51,153,900901,77.1,1.6636,2
51153900905,51,153,900905,79.6,1.7569,3
51153901005,51,153,901005,80.4,3.6447,2
51153901009,51,153,901009,82.1,2.8464,1
51153901010,51,153,901010,80.3,1.9879,2
51153901011,51,153,901011,81.8,2.5131,3
51153901012,51,153,901012,80.4,0.9022,2
51153901203,51,153,901203,84.3,3.9575,3
51153901208,51,153,901208,82.4,1.3204,3
51153901209,51,153,901209,83.4,1.8858,3
51153901211,51,153,901211,77.1,1.2644,2
51153901212,51,153,901212,80.7,2.6189,3
51153901219,51,153,901219,80.2,1.1679,3
51153901221,51,153,901221,80.5,1.7845,2
51153901222,51,153,901222,80.5,3.2195,2
51153901223,51,153,901223,82.4,2.925,3
51153901224,51,153,901224,77.4,2.426,3
51153901225,51,153,901225,77,1.4875,3
51153901226,51,153,901226,79.9,1.4755,2
51153901227,51,153,901227,79.9,1.7615,2
51153901228,51,153,901228,79.9,1.8253,2
51153901229,51,153,901229,79.9,2.2277,2
51153901230,51,153,901230,79.9,2.8815,2
51153901231,51,153,901231,80.2,1.4794,3
51153901232,51,153,901232,81.6,2.8378,3
51153901233,51,153,901233,79.8,2.5854,3
51153901234,51,153,901234,80.8,1.8918,2
51153901235,51,153,901235,80.4,2.2675,2
51153901236,51,153,901236,80.4,2.6315,2
51153901237,51,153,901237,80.5,2.5504,2
51153901303,51,153,901303,80.7,1.8792,2
51153901304,51,153,901304,77.1,1.7194,3
51153901305,51,153,901305,76.1,1.46,3
51153901306,51,153,901306,81,2.3545,3
51153901403,51,153,901403,81.4,2.6824,3
51153901407,51,153,901407,78.2,3.6758,3
51153901408,51,153,901408,79.4,2.9941,3
51153901410,51,153,901410,80.8,1.853,2
51153901411,51,153,901411,86,3.9833,3
51153901412,51,153,901412,80.7,2.2059,2
51153901413,51,153,901413,80.9,3.4894,2
51153901414,51,153,901414,83.9,2.2645,3
51153901417,51,153,901417,81.3,2.6721,3
51153901503,51,153,901503,80.6,1.5333,3
51153901504,51,153,901504,77.9,3.1458,3
51153901505,51,153,901505,80.7,1.5984,2
51153901506,51,153,901506,80.9,3.8712,2
51153901507,51,153,901507,80.8,3.3208,2
51153901509,51,153,901509,80.1,1.8581,3
51153901510,51,153,901510,83,3.0428,3
51153901511,51,153,901511,80.4,1.3978,2
51153901601,51,153,901601,78.8,1.2296,3
51153901602,51,153,901602,78,1.9504,3
51153901701,51,153,901701,79.4,2.3573,3
51153901702,51,153,901702,75.4,1.779,3
51153901900,51,153,901900,78.8,1.6971,3
